nume,judet,abreviere,populatie,lat,lng,,
Ghelmegioaia,Mehedinti,MH,221,44.6117924,22.8318534,Ghelmegioaia,Ghelmegioaia
Gutu,Mehedinti,MH,78,44.6035713,22.8737576,Gutu,Gutu
Igiroasa,Mehedinti,MH,33,44.5761748,22.9630861,Igiroasa,Igiroasa
Lumnic,Mehedinti,MH,134,44.6287644,23.0049312,Lumnic,Lumnic
Mijarca,Mehedinti,MH,52,44.5712893,22.8999469,Mijarca,Mijarca
Prunaru,Mehedinti,MH,36,44.6125254,22.8817758,Prunaru,Prunaru
Zegaia,Mehedinti,MH,260,44.6322831,22.8269944,Zegaia,Zegaia
Punghina,Mehedinti,MH,1190,44.2820376,22.9353909,Punghina,Punghina
Cearangu,Mehedinti,MH,186,44.2830192,22.9792556,Cearangu,Cearangu
Drincea,Mehedinti,MH,397,44.3055354,22.9956158,Drincea,Drincea
Magurele,Mehedinti,MH,78,44.2716026,22.9476038,Magurele,Magurele
Recea,Mehedinti,MH,1085,44.3205905,22.9130818,Recea,Recea
Satunou,Mehedinti,MH,,44.5515053,22.9044157,Satunou,SatuNou
Rogova,Mehedinti,MH,1148,44.4729035,22.805056,Rogova,Rogova
Poroinita,Mehedinti,MH,211,44.4719112,22.8501107,Poroinita,Poroinita
Salcia,Mehedinti,MH,2794,44.1423647,22.9286125,Salcia,Salcia
Stangaceaua,Mehedinti,MH,418,44.6089131,23.3114375,Stangaceaua,Stangaceaua
Barlogeni,Mehedinti,MH,172,44.6300493,23.2868936,Barlogeni,Barlogeni
Breznicioara,Mehedinti,MH,86,44.582078,23.2549136,Breznicioara,Breznicioara
Ceranganul,Mehedinti,MH,66,44.6392436,23.272501,Ceranganul,Ceranganul
Fatamotrului,Mehedinti,MH,186,44.5999971,23.3018965,Fatamotrului,FataMotrului
Postaveche,Mehedinti,MH,67,44.5952703,23.3238363,Postaveche,PostaVeche
Satumare,Mehedinti,MH,239,44.5773473,23.271257,Satumare,SatuMare
Tarsa,Mehedinti,MH,133,44.5692273,23.2976758,Tarsa,Tarsa
Svinita,Mehedinti,MH,925,44.4982566,22.1020858,Svinita,Svinita
Simian,Mehedinti,MH,3844,44.6323199,22.7515121,Simian,Simian
Cerneti,Mehedinti,MH,3339,44.6429147,22.7125485,Cerneti,Cerneti
Dedovitanoua,Mehedinti,MH,392,44.6266407,22.7292711,Dedovitanoua,DedovitaNoua
Dedovitaveche,Mehedinti,MH,81,44.6276987,22.770643,Dedovitaveche,DedovitaVeche
Dudasu,Mehedinti,MH,1285,44.6475523,22.696195,Dudasu,Dudasu
Erghevita,Mehedinti,MH,295,44.6079422,22.7807409,Erghevita,Erghevita
Poroina,Mehedinti,MH,266,44.6161163,22.7765636,Poroina,Poroina
Valeacopcii,Mehedinti,MH,148,44.6346923,22.7489007,Valeacopcii,ValeaCopcii
Sisesti,Mehedinti,MH,854,44.7682307,22.8528759,Sisesti,Sisesti
Caramidaru,Mehedinti,MH,97,44.7878674,22.861102,Caramidaru,Caramidaru
Ciovarnasani,Mehedinti,MH,474,44.7641706,22.8605552,Ciovarnasani,Ciovarnasani
Cocorova,Mehedinti,MH,393,44.7451982,22.8057484,Cocorova,Cocorova
Craguesti,Mehedinti,MH,447,44.7607039,22.7725916,Craguesti,Craguesti
Noaptesa,Mehedinti,MH,694,44.8037151,22.8670594,Noaptesa,Noaptesa
Sovarna,Mehedinti,MH,785,44.8358706,22.8043092,Sovarna,Sovarna
Ohaba,Mehedinti,MH,340,44.8503721,22.8545069,Ohaba,Ohaba
Studina,Mehedinti,MH,145,44.8421758,22.7772054,Studina,Studina
Tamna,Mehedinti,MH,381,44.5850885,23.0214251,Tamna,Tamna
Adunatiiteiului,Mehedinti,MH,108,44.5200171,23.0500954,Adunatiiteiului,AdunatiiTeiului
Boceni,Mehedinti,MH,253,44.5589931,23.0011034,Boceni,Boceni
Colaret,Mehedinti,MH,176,44.5413887,23.0267501,Colaret,Colaret
Cremenea,Mehedinti,MH,225,44.6048073,23.0030712,Cremenea,Cremenea
Fatacremenii,Mehedinti,MH,322,44.5913831,22.9889049,Fatacremenii,FataCremenii
Izvoralu,Mehedinti,MH,330,44.5375813,22.9644941,Izvoralu,Izvoralu
Manu,Mehedinti,MH,57,44.5504396,22.9468162,Manu,Manu
Pavat,Mehedinti,MH,89,44.5698391,22.9872394,Pavat,Pavat
Plopi,Mehedinti,MH,437,44.5324205,23.0117476,Plopi,Plopi
Valeaursului(Tamna),Mehedinti,MH,381,44.5791318,23.0551655,Valeaursului(Tamna),ValeaUrsului(Tamna)
Vanatori,Mehedinti,MH,1030,44.2519218,22.9007716,Vanatori,Vanatori
Branistea,Mehedinti,MH,1323,44.2309131,23.0000318,Branistea,Branistea
Goanta,Mehedinti,MH,504,44.2333585,22.9600251,Goanta,Goanta
Rosiori,Mehedinti,MH,934,44.2548299,22.9269996,Rosiori,Rosiori
Vanjulet,Mehedinti,MH,1564,44.442799,22.792581,Vanjulet,Vanjulet
Hotarani,Mehedinti,MH,320,44.4177237,22.8081494,Hotarani,Hotarani
Vladaia,Mehedinti,MH,568,44.3567112,23.0280864,Vladaia,Vladaia
Almajel,Mehedinti,MH,733,44.381887,23.02928,Almajel,Almajel
Scorila,Mehedinti,MH,195,44.3475211,23.0855039,Scorila,Scorila
Stircovita,Mehedinti,MH,239,44.3586254,23.0076721,Stircovita,Stircovita
Voloiac,Mehedinti,MH,472,44.6244619,23.0910136,Voloiac,Voloiac
Cotoroaia,Mehedinti,MH,449,44.6443596,23.0376098,Cotoroaia,Cotoroaia
Lac,Mehedinti,MH,128,44.6106678,23.0700009,Lac,Lac
Ruptura,Mehedinti,MH,58,44.6272175,23.0322831,Ruptura,Ruptura
Sperlesti,Mehedinti,MH,77,44.6491126,23.0023287,Sperlesti,Sperlesti
Titirigi,Mehedinti,MH,56,44.6396294,23.0483929,Titirigi,Titirigi
Valeabuna,Mehedinti,MH,356,44.635169,23.1107997,Valeabuna,ValeaBuna
Voloicel,Mehedinti,MH,98,44.6225841,23.0597946,Voloicel,Voloicel
Cireasov,Olt,OT,1093,44.461473,24.3736304,Cireasov,Cireasov
Bals,Olt,OT,16317,44.3533537,24.0956725,Bals,Bals
Corbeni,Olt,OT,511,44.3828496,24.108009,Corbeni,Corbeni
Romana,Olt,OT,555,44.399886,24.1026224,Romana,Romana
Teis,Olt,OT,781,44.3395528,24.1301673,Teis,Teis
Caracal,Olt,OT,30954,44.1157446,24.3424754,Caracal,Caracal
Corabia,Olt,OT,15418,43.7776486,24.5129085,Corabia,Corabia
Tudorvladimirescu,Olt,OT,598,43.8241158,24.4938548,Tudorvladimirescu,TudorVladimirescu
Vartopu,Olt,OT,425,43.8048065,24.4092854,Vartopu,Vartopu
Draganestiolt,Olt,OT,7883,44.1735908,24.5150899,Draganestiolt,DraganestiOlt
Comani,Olt,OT,3011,44.1874238,24.4863469,Comani,Comani
Piatraolt,Olt,OT,2392,44.369887,24.2606893,Piatraolt,PiatraOlt
Bistritanoua,Olt,OT,516,44.3980186,24.2277386,Bistritanoua,BistritaNoua
Crivadejos,Olt,OT,547,44.3684897,24.3073978,Crivadejos,CrivadeJos
Crivadesus,Olt,OT,645,44.3745143,24.3184898,Crivadesus,CrivadeSus
Enosesti,Olt,OT,317,44.3754981,24.2817383,Enosesti,Enosesti
Piatra,Olt,OT,1882,44.3614754,24.2925953,Piatra,Piatra
Scornicesti,Olt,OT,3891,44.5817849,24.5494219,Scornicesti,Scornicesti
Baltati,Olt,OT,401,44.5118626,24.5766708,Baltati,Baltati
Bircii,Olt,OT,1179,44.5183931,24.6016372,Bircii,Bircii
Chiteasca,Olt,OT,504,44.5375996,24.5926274,Chiteasca,Chiteasca
Constantinesti,Olt,OT,565,44.5946073,24.5012706,Constantinesti,Constantinesti
Jitaru,Olt,OT,710,44.5483724,24.5454943,Jitaru,Jitaru
Marginenislobozia,Olt,OT,1220,44.5311912,24.5563773,Marginenislobozia,MargineniSlobozia
Mihailestipopesti,Olt,OT,358,44.5258308,24.5476827,Mihailestipopesti,MihailestiPopesti
Mogosesti,Olt,OT,551,44.5595982,24.5177688,Mogosesti,Mogosesti
Negreni,Olt,OT,1241,44.5696935,24.5915947,Negreni,Negreni
Piscani,Olt,OT,314,44.5632806,24.555317,Piscani,Piscani
Rusciori,Olt,OT,284,44.619659,24.5231689,Rusciori,Rusciori
Suica,Olt,OT,255,44.6171248,24.5665078,Suica,Suica
Teius,Olt,OT,293,44.6367494,24.5235487,Teius,Teius
Baldovinesti,Olt,OT,617,44.3889318,24.0562633,Baldovinesti,Baldovinesti
Baleasa,Olt,OT,769,44.3994105,24.0037855,Baleasa,Baleasa
Brosteni,Olt,OT,396,44.4337997,23.9997562,Brosteni,Brosteni
Damburile,Olt,OT,107,44.4027069,24.024519,Damburile,Damburile
Gavanesti,Olt,OT,778,44.4183969,24.0169569,Gavanesti,Gavanesti
Gubandru,Olt,OT,134,44.3863987,24.0212176,Gubandru,Gubandru
Pietris,Olt,OT,338,44.4005262,24.0506844,Pietris,Pietris
Babiciu,Olt,OT,2084,44.035335,24.5577792,Babiciu,Babiciu
Barasti,Olt,OT,389,44.7058,24.6459,Barasti,Barasti
Barastiidecepturi,Olt,OT,276,44.7005227,24.631438,Barastiidecepturi,BarastiideCepturi
Barastiidevede,Olt,OT,370,44.7193967,24.6563968,Barastiidevede,BarastiideVede
Boroesti,Olt,OT,71,44.6827888,24.6256752,Boroesti,Boroesti
Ciocanesti,Olt,OT,252,44.7043072,24.6578284,Ciocanesti,Ciocanesti
Lazaresti,Olt,OT,133,44.7128544,24.6312895,Lazaresti,Lazaresti
Mereni,Olt,OT,155,44.7151605,24.6104891,Mereni,Mereni
Motoesti,Olt,OT,103,44.7226301,24.6985618,Motoesti,Motoesti
Popesti(Barasti),Olt,OT,570,44.2228723,24.8036869,Popesti(Barasti),Popesti(Barasti)
Barza,Olt,OT,668,44.3238293,24.1460598,Barza,Barza
Branet,Olt,OT,1531,44.3256677,24.175831,Branet,Branet
Bobicesti,Olt,OT,818,44.3883906,24.1458112,Bobicesti,Bobicesti
Bechet,Olt,OT,405,44.3929409,24.1771241,Bechet,Bechet
Belgun,Olt,OT,333,44.3754577,24.1478208,Belgun,Belgun
Chintesti,Olt,OT,198,44.4047427,24.1149456,Chintesti,Chintesti
Comanesti,Olt,OT,183,44.4252274,24.1309485,Comanesti,Comanesti
Govora,Olt,OT,89,44.4171763,24.1124692,Govora,Govora
Leotesti,Olt,OT,622,44.3666014,24.1506674,Leotesti,Leotesti
Mirila,Olt,OT,666,44.3574245,24.1508785,Mirila,Mirila
Brastavatu,Olt,OT,3615,43.9209701,24.4124116,Brastavatu,Brastavatu
Crusovu,Olt,OT,1215,43.9243221,24.413592,Crusovu,Crusovu
Brancoveni,Olt,OT,1061,44.3144923,24.3065645,Brancoveni,Brancoveni
Margheni,Olt,OT,588,44.331081,24.3516579,Margheni,Margheni
Ociogi,Olt,OT,576,44.3192344,24.3475173,Ociogi,Ociogi
Valeni(Brancoveni),Olt,OT,1615,44.2955058,24.3044405,Valeni(Brancoveni),Valeni(Brancoveni)
Brebeni,Olt,OT,2720,44.369158,24.4899238,Brebeni,Brebeni
Teiusu,Olt,OT,296,44.3371228,24.4324707,Teiusu,Teiusu
Bucinisu,Olt,OT,1717,43.9465817,24.2456379,Bucinisu,Bucinisu
Bucinisumic,Olt,OT,428,43.935735,24.2563173,Bucinisumic,BucinisuMic
Carlogani,Olt,OT,1145,44.5189838,24.1727134,Carlogani,Carlogani
Beculesti,Olt,OT,120,44.5079266,24.16891,Beculesti,Beculesti
Cepari,Olt,OT,780,44.4971852,24.1691558,Cepari,Cepari
Scorbura,Olt,OT,275,44.5132632,24.1614555,Scorbura,Scorbura
Stupina,Olt,OT,9,44.5546528,24.145819,Stupina,Stupina
Cezieni,Olt,OT,1249,44.1867158,24.2643651,Cezieni,Cezieni
Bondrea,Olt,OT,222,44.1934328,24.226441,Bondrea,Bondrea
Corlatesti,Olt,OT,359,44.1848273,24.2458192,Corlatesti,Corlatesti
Cilieni,Olt,OT,3244,43.9013818,24.6149155,Cilieni,Cilieni
Colonesti,Olt,OT,598,44.6287963,24.6762752,Colonesti,Colonesti
Barasti(Colonesti),Olt,OT,389,44.6150059,24.6855326,Barasti(Colonesti),Barasti(Colonesti)
Batareni,Olt,OT,136,44.6058138,24.6828025,Batareni,Batareni
Carstani,Olt,OT,174,44.6378099,24.6664358,Carstani,Carstani
Chelbesti,Olt,OT,103,44.6700838,24.6569586,Chelbesti,Chelbesti
Guesti,Olt,OT,327,44.5855195,24.6936888,Guesti,Guesti
Maruntei(Colonesti),Olt,OT,2593,44.5944898,24.6866894,Maruntei(Colonesti),Maruntei(Colonesti)
Navargeni,Olt,OT,116,44.6123273,24.6811633,Navargeni,Navargeni
Vlaici,Olt,OT,137,44.6509177,24.6574896,Vlaici,Vlaici
Corbu,Olt,OT,146,44.4876874,24.7140951,Corbu,Corbu
Burdulesti,Olt,OT,294,44.4604153,24.7156054,Burdulesti,Burdulesti
Buzesti,Olt,OT,245,44.4474343,24.7188563,Buzesti,Buzesti
Ciuresti,Olt,OT,170,44.4455613,24.7057324,Ciuresti,Ciuresti
Milcoveni,Olt,OT,500,44.4249437,24.7209411,Milcoveni,Milcoveni
Coteana,Olt,OT,2435,44.3015992,24.4548159,Coteana,Coteana
Crampoia,Olt,OT,2853,44.3036798,24.7438663,Crampoia,Crampoia
Buta,Olt,OT,798,44.3068491,24.7089115,Buta,Buta
Cungrea,Olt,OT,518,44.6696889,24.3786523,Cungrea,Cungrea
Cepesti,Olt,OT,318,44.7100335,24.3848277,Cepesti,Cepesti
Ibanesti,Olt,OT,216,44.6416154,24.3807286,Ibanesti,Ibanesti
Miesti,Olt,OT,164,44.6597958,24.4114597,Miesti,Miesti
Otestiidejos,Olt,OT,322,44.6868011,24.3789692,Otestiidejos,OtestiideJos
Otestiidesus,Olt,OT,295,44.7346011,24.395697,Otestiidesus,OtestiideSus
Spataru,Olt,OT,345,44.684442,24.4110319,Spataru,Spataru
Curtisoara,Olt,OT,354,44.4999998,24.3329575,Curtisoara,Curtisoara
Dobrotinet,Olt,OT,1199,44.4794652,24.3427102,Dobrotinet,Dobrotinet
Liniadinvale,Olt,OT,501,44.4706684,24.3356946,Liniadinvale,LiniadinVale
Pietrisu,Olt,OT,431,44.4869688,24.3419463,Pietrisu,Pietrisu
Proaspeti,Olt,OT,613,44.459088,24.3355993,Proaspeti,Proaspeti
Raitiu,Olt,OT,223,44.5019552,24.3432288,Raitiu,Raitiu
Daneasa,Olt,OT,1524,44.1392399,24.5645535,Daneasa,Daneasa
Berindei,Olt,OT,587,44.1061712,24.5606218,Berindei,Berindei
Cioflanu,Olt,OT,705,44.0940124,24.560772,Cioflanu,Cioflanu
Pestra,Olt,OT,562,44.1227122,24.5306575,Pestra,Pestra
Zanoaga,Olt,OT,449,44.1049559,24.6083701,Zanoaga,Zanoaga
Deveselu,Olt,OT,1933,44.0556722,24.4152366,Deveselu,Deveselu
Comanca,Olt,OT,1224,44.0765077,24.3499698,Comanca,Comanca
Dobretu,Olt,OT,340,44.4930147,23.9390044,Dobretu,Dobretu
Curtisoara(Dobretu),Olt,OT,354,44.4936369,23.9526835,Curtisoara(Dobretu),Curtisoara(Dobretu)
Horezu,Olt,OT,533,44.4659267,23.9758638,Horezu,Horezu
Dobrosloveni,Olt,OT,1298,44.1727643,24.3557139,Dobrosloveni,Dobrosloveni
Frasinetu,Olt,OT,468,44.1564935,24.3203813,Frasinetu,Frasinetu
Potopinu,Olt,OT,701,44.1927509,24.3531926,Potopinu,Potopinu
Resca,Olt,OT,799,44.173445,24.3928949,Resca,Resca
Rescuta,Olt,OT,470,44.1699958,24.4000816,Rescuta,Rescuta
Dobroteasa,Olt,OT,1164,44.7783895,24.3326266,Dobroteasa,Dobroteasa
Batia,Olt,OT,157,44.7460533,24.3043504,Batia,Batia
Campumare,Olt,OT,397,44.7573545,24.3060078,Campumare,CampuMare
Vulpesti,Olt,OT,113,44.7954438,24.3442491,Vulpesti,Vulpesti
Dobrun,Olt,OT,582,44.2581445,24.224782,Dobrun,Dobrun
Bobu,Olt,OT,221,44.2310443,24.3100077,Bobu,Bobu
Chilii,Olt,OT,156,44.2684523,24.2059505,Chilii,Chilii
Osicadejos,Olt,OT,1346,44.2272355,24.2784445,Osicadejos,OsicadeJos
Rosieniimari,Olt,OT,294,44.2410331,24.2468471,Rosieniimari,RosieniiMari
Rosieniimici,Olt,OT,256,44.2444972,24.236852,Rosieniimici,RosieniiMici
Ulmet,Olt,OT,258,44.2511519,24.2531554,Ulmet,Ulmet
Draghiceni,Olt,OT,651,44.1327452,24.2456331,Draghiceni,Draghiceni
Grozavesti,Olt,OT,652,44.1294571,24.2333289,Grozavesti,Grozavesti
Liiceni,Olt,OT,525,44.1234053,24.273655,Liiceni,Liiceni
Fagetelu,Olt,OT,488,44.7893602,24.5389455,Fagetelu,Fagetelu
Bagesti,Olt,OT,155,44.8142675,24.5215588,Bagesti,Bagesti
Chilia,Olt,OT,256,44.7752397,24.5738043,Chilia,Chilia
Gruiu,Olt,OT,31,44.7553953,24.5394366,Gruiu,Gruiu
Isaci,Olt,OT,238,44.7696399,24.5228547,Isaci,Isaci
Pielcani,Olt,OT,51,44.8158928,24.5603181,Pielcani,Pielcani
Falcoiu,Olt,OT,2610,44.2182166,24.3828379,Falcoiu,Falcoiu
Cioroiasu,Olt,OT,555,44.2434677,24.3625382,Cioroiasu,Cioroiasu
Cioroiu,Olt,OT,839,44.2386287,24.3731774,Cioroiu,Cioroiu
Farcasele,Olt,OT,1196,44.1432353,24.4404887,Farcasele,Farcasele
Farcasudejos,Olt,OT,1728,44.1342691,24.458597,Farcasudejos,FarcasudeJos
Ghimpati,Olt,OT,1265,44.1583404,24.4166985,Ghimpati,Ghimpati
Hotarani,Olt,OT,494,44.1624694,24.4091934,Hotarani,Hotarani
Ganeasa,Olt,OT,1452,44.683333,24.4500001,Ganeasa,Ganeasa
Dranovatu,Olt,OT,953,44.4275462,24.2807023,Dranovatu,Dranovatu
Gradistea,Olt,OT,258,44.4462188,24.2438552,Gradistea,Gradistea
Izvoru,Olt,OT,754,44.4271071,24.2501741,Izvoru,Izvoru
Oltisoru,Olt,OT,358,44.3850085,24.2827948,Oltisoru,Oltisoru
Garcov,Olt,OT,1415,43.7792605,24.611266,Garcov,Garcov
Ursa,Olt,OT,888,43.7870278,24.6351818,Ursa,Ursa
Giuvarasti,Olt,OT,2381,43.7931054,24.6874462,Giuvarasti,Giuvarasti
Gostavatu,Olt,OT,1555,44.0547922,24.5043165,Gostavatu,Gostavatu
Slaveni,Olt,OT,1364,44.0815709,24.5250033,Slaveni,Slaveni
Gradinari,Olt,OT,420,44.5591482,24.2767981,Gradinari,Gradinari
Petculesti,Olt,OT,1114,44.589293,24.2652321,Petculesti,Petculesti
Runcumare,Olt,OT,551,44.5571602,24.2693357,Runcumare,RuncuMare
Satunou(Gradinari),Olt,OT,420,44.5500759,24.3007413,Satunou(Gradinari),SatuNou(Gradinari)
Grojdibodu,Olt,OT,2162,43.7577349,24.2664712,Grojdibodu,Grojdibodu
Hotaru,Olt,OT,695,43.7531724,24.249395,Hotaru,Hotaru
Ianca,Olt,OT,2438,43.7851773,24.1764269,Ianca,Ianca
Potelu,Olt,OT,1122,43.7675834,24.2013073,Potelu,Potelu
Iancujianu,Olt,OT,3312,44.4939224,24.0336434,Iancujianu,IancuJianu
Dobriceni,Olt,OT,648,44.52475,24.0075853,Dobriceni,Dobriceni
Preotesti,Olt,OT,158,44.5412505,23.9828219,Preotesti,Preotesti
Icoana,Olt,OT,680,44.40585,24.7242422,Icoana,Icoana
Floru,Olt,OT,524,44.3769656,24.748872,Floru,Floru
Ursoaia,Olt,OT,713,44.4369096,24.6901761,Ursoaia,Ursoaia
Izbiceni,Olt,OT,4807,43.8229185,24.6625464,Izbiceni,Izbiceni
Izvoarele,Olt,OT,1138,44.260121,24.5300703,Izvoarele,Izvoarele
Alimanesti,Olt,OT,2347,44.2592261,24.5499878,Alimanesti,Alimanesti
Leleasca,Olt,OT,599,44.7983729,24.4669765,Leleasca,Leleasca
Afumati,Olt,OT,152,44.7690118,24.4526608,Afumati,Afumati
Greeresti,Olt,OT,30,44.7179678,24.4148464,Greeresti,Greeresti
Mierlicesti,Olt,OT,209,44.7417057,24.4402178,Mierlicesti,Mierlicesti
Tonesti(Leleasca),Olt,OT,116,44.7871366,24.4243402,Tonesti(Leleasca),Tonesti(Leleasca)
Tufaru,Olt,OT,108,44.750416,24.426232,Tufaru,Tufaru
Ursi,Olt,OT,91,44.7492839,24.4366304,Ursi,Ursi
Maruntei,Olt,OT,2593,44.222914,24.4585048,Maruntei,Maruntei
Balanesti,Olt,OT,1417,44.2470843,24.4805118,Balanesti,Balanesti
Malurosu,Olt,OT,153,44.2478027,24.4425919,Malurosu,MaluRosu
Mihaesti,Olt,OT,905,44.1053515,24.7914153,Mihaesti,Mihaesti
Busca,Olt,OT,773,44.1065581,24.8019646,Busca,Busca
Milcov,Olt,OT,,44.3783,24.3851,Milcov,Milcov
Ipotesti,Olt,OT,1441,44.3143589,24.3986117,Ipotesti,Ipotesti
Milcovudindeal,Olt,OT,606,44.395289,24.3910074,Milcovudindeal,MilcovudinDeal
Milcovudinvale,Olt,OT,263,44.3887154,24.3661925,Milcovudinvale,MilcovudinVale
Stejaru,Olt,OT,67,44.3505114,24.381501,Stejaru,Stejaru
Ulmi,Olt,OT,610,44.3621134,24.3760061,Ulmi,Ulmi
Morunglav,Olt,OT,1280,44.4701883,24.128948,Morunglav,Morunglav
Barasti(Morunglav),Olt,OT,389,44.4490049,24.1391058,Barasti(Morunglav),Barasti(Morunglav)
Ghiosani,Olt,OT,243,44.4827166,24.0865804,Ghiosani,Ghiosani
Morunesti,Olt,OT,284,44.4790745,24.1246851,Morunesti,Morunesti
Poianamare,Olt,OT,349,44.4900663,24.1110186,Poianamare,PoianaMare
Movileni,Olt,OT,2190,44.3785919,24.6195651,Movileni,Movileni
Bacea,Olt,OT,1253,44.3981197,24.6355788,Bacea,Bacea
Nicolaetitulescu,Olt,OT,1271,44.2702722,24.7566093,Nicolaetitulescu,NicolaeTitulescu
Ghimpeteni,Olt,OT,1030,44.2948809,24.7925921,Ghimpeteni,Ghimpeteni
Ghimpeteniinoi,Olt,OT,500,44.298978,24.7906911,Ghimpeteniinoi,GhimpeteniiNoi
Obarsia,Olt,OT,808,43.9057277,24.3092031,Obarsia,Obarsia
Campuparului,Olt,OT,374,43.8991563,24.2902463,Campuparului,CampuParului
Coteni,Olt,OT,253,43.8785998,24.3386037,Coteni,Coteni
Obarsianoua,Olt,OT,1324,43.8868785,24.3126188,Obarsianoua,ObarsiaNoua
Tabonu,Olt,OT,143,43.9005178,24.3296071,Tabonu,Tabonu
Oboga,Olt,OT,1777,44.4214239,24.0852986,Oboga,Oboga
Calui,Olt,OT,912,44.4488604,24.0497575,Calui,Calui
Guracaluiu,Olt,OT,607,44.4618973,24.0323014,Guracaluiu,GuraCaluiu
Oporelu,Olt,OT,459,44.5768271,24.4366878,Oporelu,Oporelu
Beriadejos,Olt,OT,280,44.5630523,24.4137486,Beriadejos,BeriadeJos
Beriadesus,Olt,OT,234,44.5745642,24.4237289,Beriadesus,BeriadeSus
Radesti,Olt,OT,277,44.6236761,24.4327759,Radesti,Radesti
Optasimagura,Olt,OT,1247,44.583333,24.65,Optasimagura,OptasiMagura
Optasi,Olt,OT,1247,44.5839908,24.6522755,Optasi,Optasi
Vitanesti,Olt,OT,2053,44.5426451,24.6828362,Vitanesti,Vitanesti
Sarbiimagura,Olt,OT,93,44.55,24.716667,Sarbiimagura,SarbiiMagura
Orlea,Olt,OT,1566,43.753495,24.3757082,Orlea,Orlea
Gurapadinii,Olt,OT,1265,43.7340143,24.3024554,Gurapadinii,GuraPadinii
Orleanoua,Olt,OT,765,43.7543349,24.3560632,Orleanoua,OrleaNoua
Satunou(Gurapadinii),Olt,OT,1265,43.7673913,24.3168875,Satunou(Gurapadinii),SatuNou(GuraPadinii)
Osicadesus,Olt,OT,3059,44.2674163,24.3372697,Osicadesus,OsicadeSus
Greci(Osicadesus),Olt,OT,937,44.2815723,24.3472642,Greci(Osicadesus),Greci(OsicadeSus)
Ostrov,Olt,OT,125,44.2797928,24.3174743,Ostrov,Ostrov
Peretu,Olt,OT,234,44.2723898,24.3502252,Peretu,Peretu
Tomeni,Olt,OT,468,44.292628,24.3629159,Tomeni,Tomeni
Vladuleni,Olt,OT,492,44.2559865,24.3259906,Vladuleni,Vladuleni
Parscoveni,Olt,OT,1823,44.2955403,24.2125093,Parscoveni,Parscoveni
Butoi,Olt,OT,235,44.2920745,24.2225175,Butoi,Butoi
Olari,Olt,OT,1004,44.3050746,24.2079584,Olari,Olari
Soparlita,Olt,OT,1279,44.2774121,24.2768385,Soparlita,Soparlita
Perieti,Olt,OT,928,44.4242444,24.5534298,Perieti,Perieti
Balteni,Olt,OT,1694,44.4434661,24.5388013,Balteni,Balteni
Magura(Perieti),Olt,OT,93,44.3909538,24.549502,Magura(Perieti),Magura(Perieti)
Mierlestiidesus,Olt,OT,632,44.4085435,24.558009,Mierlestiidesus,MierlestiideSus
Plesoiu,Olt,OT,492,44.4651205,24.2656018,Plesoiu,Plesoiu
Arcesti,Olt,OT,478,44.4660652,24.23159,Arcesti,Arcesti
Arcesticot,Olt,OT,643,44.4569149,24.2695114,Arcesticot,ArcestiCot
Cocorasti,Olt,OT,,44.4842817,24.2103028,Cocorasti,Cocorasti
Doba,Olt,OT,499,44.4870962,24.2439336,Doba,Doba
Schitudindeal,Olt,OT,274,44.5028979,24.2279956,Schitudindeal,SchitudinDeal
Schitudinvale,Olt,OT,207,44.5065875,24.2360318,Schitudinvale,SchitudinVale
Poboru,Olt,OT,522,44.6568418,24.50002,Poboru,Poboru
Albesti,Olt,OT,509,44.6835039,24.4367952,Albesti,Albesti
Cornatelu,Olt,OT,500,44.6862405,24.4706704,Cornatelu,Cornatelu
Creti,Olt,OT,179,44.681035,24.5097064,Creti,Creti
Seaca(Poboru),Olt,OT,2061,44.711599,24.4523504,Seaca(Poboru),Seaca(Poboru)
Surpeni,Olt,OT,49,44.200797,24.5022981,Surpeni,Surpeni
Potcoava,Olt,OT,2467,44.25,24.283333,Potcoava,Potcoava
Potcoavafalcoeni,Olt,OT,1043,44.4943625,24.6157047,Potcoavafalcoeni,PotcoavaFalcoeni
Sinesti,Olt,OT,953,44.4718111,24.6766799,Sinesti,Sinesti
Trufinesti,Olt,OT,219,44.4906986,24.6370335,Trufinesti,Trufinesti
Valeamerilor,Olt,OT,1061,44.4761332,24.6578546,Valeamerilor,ValeaMerilor
Priseaca,Olt,OT,869,44.5167061,24.4426792,Priseaca,Priseaca
Buicesti,Olt,OT,385,44.4922668,24.4318231,Buicesti,Buicesti
Saltanesti,Olt,OT,326,44.5222442,24.4344571,Saltanesti,Saltanesti
Radomiresti,Olt,OT,1390,44.1122395,24.6771441,Radomiresti,Radomiresti
Calinesti,Olt,OT,940,44.0837797,24.6848554,Calinesti,Calinesti
Craciunei,Olt,OT,719,44.1421464,24.6631976,Craciunei,Craciunei
Poiana,Olt,OT,353,44.1000105,24.6828434,Poiana,Poiana
Redea,Olt,OT,2180,44.0553366,24.2990588,Redea,Redea
Redisoara,Olt,OT,530,44.0434746,24.3462204,Redisoara,Redisoara
Valeasoarelui,Olt,OT,296,44.0305705,24.2748294,Valeasoarelui,ValeaSoarelui
Rotunda,Olt,OT,2841,43.9851312,24.3102278,Rotunda,Rotunda
Rusanesti,Olt,OT,3555,43.9352497,24.5935632,Rusanesti,Rusanesti
Jieni,Olt,OT,879,43.9514219,24.5915294,Jieni,Jieni
